----------------------------------------
Begin Torque Prologue on nid25257
at Sat Nov 17 21:06:57 CST 2018
Job Id:			9232114.bw
Username:		traXXX
Group:			TRAIN_bauh
Job name:		mp9-part2
Requested resources:	nodes=1:ppn=16:xk,walltime=10:00:00,neednodes=1:ppn=16:xk
Queue:			normal
Account:		bauh
End Torque Prologue:  0.292 elapsed
----------------------------------------




>>>    Batch: 8736 | Accuracy: 62.5
>>>    Batch: 8752 | Accuracy: 81.25
>>>    Batch: 8768 | Accuracy: 75.0
>>>    Batch: 8784 | Accuracy: 87.5
>>>    Batch: 8800 | Accuracy: 56.25
>>>    Batch: 8816 | Accuracy: 56.25
>>>    Batch: 8832 | Accuracy: 81.25
>>>    Batch: 8848 | Accuracy: 68.75
>>>    Batch: 8864 | Accuracy: 31.25
>>>    Batch: 8880 | Accuracy: 81.25
>>>    Batch: 8896 | Accuracy: 75.0
>>>    Batch: 8912 | Accuracy: 87.5
>>>    Batch: 8928 | Accuracy: 56.25
>>>    Batch: 8944 | Accuracy: 81.25
>>>    Batch: 8960 | Accuracy: 81.25
>>>    Batch: 8976 | Accuracy: 75.0
>>>    Batch: 8992 | Accuracy: 56.25
>>>    Batch: 9008 | Accuracy: 68.75
>>>    Batch: 9024 | Accuracy: 87.5
>>>    Batch: 9040 | Accuracy: 81.25
>>>    Batch: 9056 | Accuracy: 62.5
>>>    Batch: 9072 | Accuracy: 56.25
>>>    Batch: 9088 | Accuracy: 56.25
>>>    Batch: 9104 | Accuracy: 56.25
>>>    Batch: 9120 | Accuracy: 68.75
>>>    Batch: 9136 | Accuracy: 62.5
>>>    Batch: 9152 | Accuracy: 87.5
>>>    Batch: 9168 | Accuracy: 62.5
>>>    Batch: 9184 | Accuracy: 68.75
>>>    Batch: 9200 | Accuracy: 75.0
>>>    Batch: 9216 | Accuracy: 81.25
>>>    Batch: 9232 | Accuracy: 62.5
>>>    Batch: 9248 | Accuracy: 75.0
>>>    Batch: 9264 | Accuracy: 56.25
>>>    Batch: 9280 | Accuracy: 81.25
>>>    Batch: 9296 | Accuracy: 87.5
>>>    Batch: 9312 | Accuracy: 75.0
>>>    Batch: 9328 | Accuracy: 62.5
>>>    Batch: 9344 | Accuracy: 81.25
>>>    Batch: 9360 | Accuracy: 75.0
>>>    Batch: 9376 | Accuracy: 75.0
>>>    Batch: 9392 | Accuracy: 56.25
>>>    Batch: 9408 | Accuracy: 75.0
>>>    Batch: 9424 | Accuracy: 68.75
>>>    Batch: 9440 | Accuracy: 81.25
>>>    Batch: 9456 | Accuracy: 68.75
>>>    Batch: 9472 | Accuracy: 68.75
>>>    Batch: 9488 | Accuracy: 81.25
>>>    Batch: 9504 | Accuracy: 62.5
>>>    Batch: 9520 | Accuracy: 75.0
>>> Training | Epoch: 0 | Accuracy : 49.66386554621849 | Elapsed time: 2094.0717763900757
>>> Validation | Test Accuracy: 69.38559322033899 | Elapsed time: 812.3587124347687
>>> Training | Epoch: 1 | Accuracy : 84.06040268456375 | Elapsed time: 2157.018546819687
>>> Validation | Test Accuracy: 79.44915254237289 | Elapsed time: 816.7393038272858
>>> Training | Epoch: 2 | Accuracy : 93.25713087248322 | Elapsed time: 2171.143281698227
>>> Validation | Test Accuracy: 82.17690677966101 | Elapsed time: 819.4365606307983
Exception: /projects/training/bauh/AR/UCF-101-hdf5/Surfing/v_Surfing_g08_c06.hdf5
>>> Training | Epoch: 3 | Accuracy : 96.23949579831933 | Elapsed time: 2171.53862285614
>>> Validation | Test Accuracy: 81.38241525423729 | Elapsed time: 821.8862180709839
Exception: /projects/training/bauh/AR/UCF-101-hdf5/Surfing/v_Surfing_g08_c06.hdf5
>>> Training | Epoch: 4 | Accuracy : 97.6470588235294 | Elapsed time: 2225.854503393173
>>> Validation | Test Accuracy: 81.48834745762711 | Elapsed time: 857.4414393901825
Exception: /projects/training/bauh/AR/UCF-101-hdf5/Surfing/v_Surfing_g08_c03.hdf5
>>> Training | Epoch: 5 | Accuracy : 98.30882352941177 | Elapsed time: 2276.8765444755554
>>> Validation | Test Accuracy: 82.52118644067797 | Elapsed time: 860.4512541294098
>>> Training | Epoch: 6 | Accuracy : 98.6996644295302 | Elapsed time: 2281.453677415848
>>> Validation | Test Accuracy: 82.70656779661017 | Elapsed time: 856.08278465271
>>> Training | Epoch: 7 | Accuracy : 98.90939597315436 | Elapsed time: 2236.7062373161316
>>> Validation | Test Accuracy: 83.58050847457628 | Elapsed time: 837.0605325698853
Exception: /projects/training/bauh/AR/UCF-101-hdf5/Surfing/v_Surfing_g08_c03.hdf5
>>> Training | Epoch: 8 | Accuracy : 98.97058823529412 | Elapsed time: 2226.507263660431
>>> Validation | Test Accuracy: 82.38877118644068 | Elapsed time: 839.3456795215607
Exception: /projects/training/bauh/AR/UCF-101-hdf5/Surfing/v_Surfing_g08_c06.hdf5
>>> Training | Epoch: 9 | Accuracy : 98.92857142857143 | Elapsed time: 2227.663163661957
>>> Validation | Test Accuracy: 83.81885593220339 | Elapsed time: 848.688366651535
Application 70894219 exit codes: 1
Application 70894219 resources: utime ~24772s, stime ~5564s, Rss ~2436516, inblocks ~3385484809, outblocks ~2505212376
